hhid,commid,wave,region,urban_rural,hh_size,dwelling_size,drinking_water_source,pay_for_drinking_water,toilet,bicycle,motorcycle,car,bw_tv,color_tv,washing_machine,refrigerator,air_conditioner,sewing_machine,electric_fan,wall_clock,camera,microwave,electric_cooking_pot,pressure_cooker,computer,telephone,dvd,cellphone,satellite_dish
431103001,431103,1993,43,urban,4,,yard_well,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,,
431103001,431103,1997,43,urban,2,70,yard_well,0,1,0,0,0,1,0,0,0,0,0,1,,0,0,0,1,0,0,,,
431103001,431103,2000,43,urban,2,,yard_well,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,1,0,0,0,,
431103001,431103,2004,43,urban,2,270,house_tap,1,1,1,0,0,0,1,1,1,1,0,1,,0,1,1,1,0,1,1,1,
431103001,431103,2006,43,urban,2,,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,0,1,1,1,0,1,1,0,0
431103001,431103,2009,43,urban,,40,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,1,1,1,0,0,0,0,0
431103001,431103,2011,43,urban,,90,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,1,1,1,1,1,0,1,0
431103002,431103,1989,43,urban,6,80,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,
431103002,431103,1991,43,urban,6,90,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,
431103002,431103,1993,43,urban,6,200,yard_well,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,,,,,
431103002,431103,1997,43,urban,5,,yard_well,0,0,1,0,0,1,1,1,0,0,0,1,,0,0,0,1,0,0,,,
431103002,431103,2000,43,urban,6,,yard_well,0,1,1,0,0,1,1,1,0,0,0,1,,0,0,1,1,0,,,,
431103002,431103,2004,43,urban,7,108,yard_well,0,1,0,0,0,0,1,1,1,0,0,1,,1,0,1,1,0,1,1,1,
431103002,431103,2006,43,urban,6,108,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,1,1,0
431103002,431103,2009,43,urban,,500,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,0,1,1,1,1,0,1,0
431103002,431103,2011,43,urban,,,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,1,1,1,1,0,1,1,0
431103003,431103,1989,43,urban,5,75,yard_well,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,,,,,,,
431103003,431103,1991,43,urban,4,200,yard_well,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,,,,,
431103003,431103,1993,43,urban,5,,yard_well,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,,,,,
431103003,431103,1997,43,urban,5,,yard_well,0,0,1,1,0,0,1,1,0,0,0,0,,0,0,0,1,1,0,,,
431103003,431103,2000,43,urban,5,110,yard_well,0,0,1,1,0,0,1,1,0,0,1,1,,0,0,0,1,0,0,0,,
431103003,431103,2004,43,urban,3,120,yard_well,0,1,0,1,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,1,1,
431103003,431103,2006,43,urban,4,110,house_tap,1,1,0,0,0,0,1,1,1,1,0,0,,0,1,1,1,0,1,1,1,0
431103003,431103,2009,43,urban,,450,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,0
431103003,431103,2011,43,urban,,110,house_tap,1,1,1,0,1,,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,0
431103004,431103,1989,43,urban,2,30,yard_well,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,,,,,,,
431103004,431103,1991,43,urban,2,40,yard_well,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,,,,
431103004,431103,1993,43,urban,2,,yard_well,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,,,,,
431103004,431103,1997,43,urban,2,,yard_well,0,0,1,0,0,0,1,1,0,0,0,1,,0,0,0,1,0,0,,,
431103004,431103,2000,43,urban,2,,yard_well,0,0,1,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,0,0,,
431103004,431103,2004,43,urban,2,90,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,0,0,
431103004,431103,2006,43,urban,2,,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,0,1,1,1,0,1,1,0,0
431103004,431103,2009,43,urban,,90,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,1,1,1,0,1,1,0,0
431103004,431103,2011,43,urban,,90,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,1,1,1,0,1,0,0,0
431103005,431103,1989,43,urban,6,140,yard_well,0,1,1,0,0,1,0,0,0,0,1,1,1,0,,,,,,,,
431103005,431103,1991,43,urban,6,140,yard_well,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,,,,,
431103005,431103,1993,43,urban,6,,house_tap,0,1,1,0,,0,1,1,0,0,1,1,1,0,0,0,1,,,,,
431103005,431103,1997,43,urban,4,,yard_well,,1,1,0,0,1,1,1,1,0,1,1,,1,0,1,1,0,1,,,
431103005,431103,2000,43,urban,4,,yard_well,0,1,1,0,0,1,1,1,1,0,1,1,,1,0,1,1,0,1,1,,
431103005,431103,2004,43,urban,3,,yard_well,0,1,1,0,0,0,1,1,1,1,1,1,,0,0,0,1,0,1,1,1,
431103005,431103,2006,43,urban,5,,yard_well,0,1,0,0,0,0,1,1,1,1,1,1,,0,0,1,1,0,1,1,1,1
431103005,431103,2009,43,urban,,635,house_tap,1,1,0,0,1,,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,0
431103005,431103,2011,43,urban,,450,house_tap,1,1,0,0,1,,1,1,1,1,0,0,,1,1,1,0,1,1,1,1,1
431103006,431103,1989,43,urban,4,140,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,
431103006,431103,1991,43,urban,4,160,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,,,,,
431103006,431103,1993,43,urban,4,,yard_tap,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,,,,,
431103006,431103,1997,43,urban,4,,yard_well,0,0,1,0,0,0,1,1,1,0,1,1,,0,0,0,1,0,0,,,
431103006,431103,2000,43,urban,4,,yard_well,0,0,1,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,1,,
431103006,431103,2004,43,urban,4,,yard_well,0,1,1,0,0,0,1,1,1,1,1,1,,0,0,1,1,0,1,1,1,
431103006,431103,2006,43,urban,5,,yard_well,0,1,1,1,0,0,1,1,1,1,1,1,,0,0,1,1,0,1,0,1,0
431103006,431103,2009,43,urban,,80,house_tap,1,1,1,0,0,,1,1,1,1,1,0,,1,1,1,1,0,0,1,0,0
431103006,431103,2011,43,urban,,170,house_tap,1,1,1,0,0,,1,1,1,1,1,1,,0,1,0,1,0,0,1,1,0
431103007,431103,1989,43,urban,2,70,yard_tap,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,
431103007,431103,1991,43,urban,3,70,yard_well,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,
431103007,431103,1993,43,urban,3,,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,
431103007,431103,1997,43,urban,3,80,yard_well,0,0,1,0,0,0,1,0,0,0,0,1,,0,0,0,1,0,0,,,
431103007,431103,2000,43,urban,3,2,yard_well,0,1,1,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,0,0,,
431103007,431103,2004,43,urban,3,144,house_tap,1,1,1,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,1,0,1,
431103007,431103,2006,43,urban,3,,house_tap,1,1,1,0,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,1,1,0
431103007,431103,2009,43,urban,,140,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,0,1,1,1,1,1,1,0
431103007,431103,2011,43,urban,,72,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,1,1,1,1,1,1,1,0
431103008,431103,1989,43,urban,7,64,yard_well,0,1,1,0,0,0,0,1,0,0,1,1,0,0,,,,,,,,
431103008,431103,1991,43,urban,8,130,yard_tap,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,,,,,
431103008,431103,1993,43,urban,8,,yard_well,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,,,,,
431103008,431103,1997,43,urban,8,,yard_well,0,0,1,1,0,0,1,1,1,0,1,1,,0,0,0,1,0,1,,,
431103008,431103,2000,43,urban,8,,yard_well,0,0,1,1,0,0,1,1,1,0,1,1,,0,0,0,1,0,1,1,,
431103008,431103,2004,43,urban,2,500,yard_well,0,1,0,0,0,0,1,0,0,0,0,1,,0,0,0,1,0,1,0,0,
431103008,431103,2006,43,urban,2,,house_tap,1,1,0,0,0,0,1,0,0,1,0,1,,0,0,1,0,0,0,0,0,0
431103008,431103,2009,43,urban,,20,house_tap,1,1,0,0,0,,1,0,1,0,1,0,,0,1,0,0,0,0,0,0,1
431103008,431103,2011,43,urban,,108,other,1,1,0,0,0,,1,1,0,0,0,1,,0,0,0,1,0,1,0,0,0
431103009,431103,1989,43,urban,2,45,yard_well,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,
431103009,431103,1991,43,urban,2,60,yard_well,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
431103009,431103,1993,43,urban,2,,yard_well,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,,,,
431103009,431103,1997,43,urban,2,,yard_well,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,,,
431103009,431103,2000,43,urban,2,,yard_well,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,,
431103010,431103,1989,43,urban,4,360,yard_well,0,1,1,1,0,1,0,1,0,0,1,1,0,0,,,,,,,,
431103010,431103,1991,43,urban,4,450,yard_well,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,,,,,
431103010,431103,1993,43,urban,4,,house_tap,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,,,,,
431103010,431103,1997,43,urban,4,500,yard_well,0,1,1,1,0,0,1,1,1,1,1,0,,1,0,1,1,1,1,,,
431103010,431103,2000,43,urban,4,,yard_well,0,1,1,1,0,0,1,1,1,1,0,1,,1,0,1,1,0,1,1,,
431103011,431103,1989,43,urban,4,50,yard_well,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,
431103011,431103,1991,43,urban,4,70,yard_well,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,,,,,
431103011,431103,1993,43,urban,4,,yard_well,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,,,,,
431103011,431103,1997,43,urban,4,210,house_tap,0,1,1,0,0,0,1,0,0,0,1,1,,0,0,0,1,0,0,,,
431103011,431103,2000,43,urban,4,210,yard_well,0,1,1,0,0,0,1,0,0,0,1,1,,0,0,0,1,0,0,0,,
431103011,431103,2004,43,urban,4,,yard_well,0,0,0,0,1,1,1,1,0,0,1,1,,0,0,1,1,0,1,0,0,
431103011,431103,2006,43,urban,5,120,house_tap,1,1,1,0,0,0,1,1,0,0,1,1,,0,0,1,1,0,0,0,1,0
431103011,431103,2009,43,urban,,500,house_tap,1,1,0,1,0,,1,1,1,1,0,1,,0,1,1,1,1,1,0,1,1
431103011,431103,2011,43,urban,,464,house_tap,1,1,1,1,0,,1,1,1,1,0,1,,1,1,1,1,1,0,1,1,0
431103012,431103,1989,43,urban,5,50,yard_well,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,,,,,,,
431103012,431103,1991,43,urban,5,,,,0,,,,,,,,,,,,,,,,,,,,
431103012,431103,1993,43,urban,4,,yard_well,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,,,,,
431103012,431103,1997,43,urban,4,,house_tap,0,1,1,0,0,1,0,1,0,0,1,1,,0,0,0,1,0,0,,,
431103012,431103,2000,43,urban,4,,yard_well,0,0,1,0,0,1,1,1,1,0,1,1,,0,0,0,1,0,1,1,,
431103012,431103,2004,43,urban,4,,yard_well,0,1,1,0,0,0,1,1,1,1,1,1,,0,0,0,1,0,1,1,0,
431103012,431103,2006,43,urban,4,,yard_well,0,1,1,0,0,0,1,1,1,1,1,1,,0,0,1,1,0,1,1,1,0
431103012,431103,2009,43,urban,,130,house_tap,1,1,1,0,0,,1,1,1,1,1,1,,0,0,1,1,1,0,1,1,0
431103012,431103,2011,43,urban,,540,house_tap,1,1,1,0,0,,1,1,1,1,1,1,,1,1,1,1,1,0,1,1,0
431103013,431103,1989,43,urban,4,150,yard_well,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,,,,,,,
431103013,431103,1991,43,urban,4,100,yard_well,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,,,,,
431103013,431103,1993,43,urban,4,,yard_tap,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,,,,,
431103013,431103,1997,43,urban,4,,yard_well,0,1,1,0,0,1,0,0,1,0,1,1,,0,0,0,1,0,0,,,
431103013,431103,2000,43,urban,4,,yard_well,0,1,1,0,0,1,0,0,1,0,1,1,,0,0,0,0,0,0,0,,
431103013,431103,2004,43,urban,4,360,house_tap,0,1,0,0,0,0,1,1,1,0,1,1,,0,0,1,1,0,1,1,1,
431103013,431103,2006,43,urban,3,,house_tap,1,1,0,0,0,0,1,1,1,1,1,1,,0,1,1,1,0,1,1,1,0
431103013,431103,2009,43,urban,,500,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,0,1,1,1,1,0,1,0
431103013,431103,2011,43,urban,,100,other,1,1,1,0,0,,1,1,1,1,0,1,,0,0,1,1,1,1,0,1,0
431103014,431103,1989,43,urban,4,40,yard_well,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,
431103014,431103,1991,43,urban,4,60,yard_well,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,
431103014,431103,1993,43,urban,4,,yard_well,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,,,,,
431103014,431103,1997,43,urban,4,160,house_tap,,1,1,0,0,0,1,1,0,0,1,1,,0,0,0,1,0,0,,,
431103014,431103,2000,43,urban,4,160,house_tap,,1,1,0,0,0,1,1,0,0,1,1,,0,0,0,1,0,0,0,,
431103014,431103,2004,43,urban,4,360,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,0,1,0,
431103014,431103,2006,43,urban,4,,house_tap,1,1,1,0,0,0,1,0,1,0,0,1,,0,0,0,1,0,1,1,0,0
431103014,431103,2009,43,urban,,80,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,1,1,1,0,1,0,1,0
431103015,431103,1989,43,urban,4,160,yard_well,0,1,1,1,0,1,0,1,1,0,1,1,1,0,,,,,,,,
431103015,431103,1991,43,urban,4,170,yard_well,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,,,,,
431103015,431103,1993,43,urban,4,,yard_well,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,,,,,
431103015,431103,1997,43,urban,3,200,house_tap,0,1,1,1,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,,,
431103015,431103,2000,43,urban,3,,house_tap,0,1,1,1,0,0,1,1,,1,0,0,,0,1,1,1,1,1,1,,
431103015,431103,2004,43,urban,2,,yard_well,0,1,0,1,0,0,1,1,1,1,0,1,,0,0,0,1,0,1,0,1,
431103015,431103,2006,43,urban,2,120,house_tap,1,1,1,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,1,0,0
431103015,431103,2009,43,urban,,120,house_tap,1,1,0,1,0,,1,1,1,1,0,1,,0,1,1,1,1,1,1,1,0
431103015,431103,2011,43,urban,,120,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,1,1,1,1,1,1,1,0
431103016,431103,1989,43,urban,4,40,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,
431103016,431103,1991,43,urban,4,150,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,,,,,
431103016,431103,1993,43,urban,4,,yard_well,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,,,,,
431103016,431103,1997,43,urban,4,,yard_well,0,0,1,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,0,,,
431103016,431103,2000,43,urban,4,,yard_well,0,0,1,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,0,0,,
431103016,431103,2004,43,urban,3,,yard_well,0,1,1,0,0,0,1,1,0,1,0,1,,1,0,1,1,1,1,1,1,
431103016,431103,2006,43,urban,2,,house_tap,1,1,1,0,0,1,1,1,0,1,0,1,,0,0,1,1,0,1,1,1,0
431103016,431103,2009,43,urban,,500,house_tap,1,1,1,0,0,,1,1,1,1,0,0,,1,1,1,1,1,1,1,1,1
431103016,431103,2011,43,urban,,300,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,1,1,1,1,1,1,1,0
431103017,431103,1989,43,urban,3,63,yard_well,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
431103017,431103,1991,43,urban,3,75,yard_well,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,,,,,
431103017,431103,1993,43,urban,4,,yard_tap,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,,,,,
431103017,431103,1997,43,urban,2,,yard_well,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,
431103018,431103,1989,43,urban,4,52,yard_well,0,1,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,
431103018,431103,1991,43,urban,4,70,yard_well,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,,,,,
431103018,431103,1993,43,urban,4,,yard_tap,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,,,,,
431103018,431103,1997,43,urban,4,,yard_well,0,1,1,1,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,,,
431103018,431103,2000,43,urban,4,340,yard_well,0,1,1,1,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,1,,
431103018,431103,2004,43,urban,5,,yard_well,0,1,0,0,1,0,1,1,1,1,0,1,,0,0,1,1,0,0,1,1,
431103018,431103,2006,43,urban,5,92,house_tap,1,1,0,0,1,0,1,1,0,1,0,1,,0,0,1,1,0,0,1,1,0
431103018,431103,2009,43,urban,,80,house_tap,1,1,0,0,1,,1,1,0,0,0,1,,0,0,1,0,0,0,1,1,0
431103018,431103,2011,43,urban,,80,house_tap,1,1,0,0,1,,1,1,0,0,0,1,,0,0,1,0,0,0,1,1,0
431103019,431103,1989,43,urban,6,200,yard_well,0,0,1,0,0,1,0,1,0,0,0,1,1,0,,,,,,,,
431103019,431103,1991,43,urban,5,160,yard_well,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,,,,,
431103019,431103,1993,43,urban,5,,yard_well,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,,,,,
431103019,431103,1997,43,urban,4,,house_tap,0,1,1,0,0,0,1,1,0,0,0,1,,0,0,0,1,0,0,,,
431103019,431103,2000,43,urban,4,70,yard_well,0,0,1,0,0,0,1,1,0,0,0,1,,0,0,0,1,0,0,0,,
431103019,431103,2004,43,urban,5,300,house_tap,1,1,1,1,0,0,1,1,1,1,0,1,,0,1,1,1,0,1,1,1,
431103019,431103,2006,43,urban,5,,house_tap,1,1,0,1,0,0,1,1,1,1,0,1,,0,1,1,1,0,1,1,1,0
431103019,431103,2009,43,urban,,300,house_tap,1,1,0,0,0,,1,1,1,1,0,0,,1,1,1,1,0,1,1,1,0
431103019,431103,2011,43,urban,,300,house_tap,1,1,0,0,1,,1,1,1,1,0,1,,1,1,0,1,1,0,0,1,0
431103020,431103,1989,43,urban,4,120,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,
431103020,431103,1991,43,urban,4,70,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,
431103020,431103,1993,43,urban,4,,yard_well,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,
431103020,431103,1997,43,urban,4,,yard_well,0,1,1,0,0,1,0,0,0,0,0,1,,0,0,0,1,0,0,,,
431103020,431103,2000,43,urban,4,,yard_well,0,0,1,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,1,0,,
431103020,431103,2004,43,urban,6,80,house_tap,1,1,0,1,0,0,1,1,1,1,0,1,,0,0,0,1,0,1,1,1,
431103020,431103,2006,43,urban,6,,house_tap,1,1,0,1,0,0,1,1,1,1,0,1,,1,1,1,1,0,1,1,1,0
431103020,431103,2009,43,urban,,84,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,1,1,1,1,0,1,1,1,0
431103020,431103,2011,43,urban,,200,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,1,1,1,0,1,1,1,0
431103061,431103,2000,43,urban,3,75,yard_well,0,1,1,0,0,1,0,1,0,0,1,1,,0,0,1,1,0,0,0,,
431103061,431103,2004,43,urban,3,,yard_well,0,0,1,0,0,0,1,1,0,0,1,1,,0,0,0,1,0,1,0,0,
431103061,431103,2006,43,urban,3,,house_tap,1,1,0,0,0,0,1,1,0,0,1,1,,0,0,1,1,0,0,0,0,0
431103061,431103,2009,43,urban,,85,house_tap,1,1,0,0,0,,1,1,1,1,0,0,,0,0,1,1,1,1,0,1,0
431103061,431103,2011,43,urban,,210,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,0,1,1,0,0,0,1,0
431103081,431103,2004,43,urban,4,450,yard_well,0,1,1,0,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,0,1,
431103081,431103,2006,43,urban,4,,house_tap,1,1,1,1,0,0,1,1,1,1,1,1,,0,1,1,1,0,1,1,1,0
431103081,431103,2009,43,urban,,108,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,1,1,1,1,1,1,1,1
431103081,431103,2011,43,urban,,108,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,0,1,1,1,1,1,1,1,0
431103082,431103,2004,43,urban,2,80,other,0,1,1,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,
431103083,431103,2004,43,urban,3,170,house_tap,1,1,0,1,0,0,1,1,1,1,0,1,,0,1,1,1,0,1,1,1,
431103101,431103,2006,43,urban,4,75,house_tap,1,1,0,1,0,0,1,1,0,1,0,1,,0,0,1,1,0,0,1,1,0
431103101,431103,2009,43,urban,,110,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,1,1,1,1,0,1,1,0
431103141,431103,2011,43,urban,,240,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,0,1,1,1,0,1,1,0
431103142,431103,2011,43,urban,,208,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,1,0,1,0,1,0,0,1,0
431104001,431104,1989,43,urban,4,40,house_tap,1,1,1,0,0,0,1,1,0,0,1,1,1,1,,,,,,,,
431104001,431104,1991,43,urban,4,40,house_tap,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,,,,,
431104001,431104,1993,43,urban,4,,house_tap,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,,,,,
431104001,431104,1997,43,urban,4,,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,,1,0,1,1,0,0,,,
431104001,431104,2000,43,urban,4,,house_tap,1,1,1,0,0,0,1,1,1,0,0,1,,1,1,1,1,0,1,1,,
431104001,431104,2004,43,urban,2,,house_tap,1,1,0,0,0,0,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,
431104001,431104,2006,43,urban,5,,house_tap,1,1,0,0,0,0,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,0
431104001,431104,2009,43,urban,,75,house_tap,1,1,0,0,0,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0
431104001,431104,2011,43,urban,,75,house_tap,1,1,0,0,0,,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,0
431104002,431104,1989,43,urban,3,30,house_tap,1,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,
431104002,431104,1991,43,urban,4,20,house_tap,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,,,,,
431104002,431104,1993,43,urban,4,,house_tap,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,,,,,
431104002,431104,1997,43,urban,3,,house_tap,1,1,1,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,0,,,
431104002,431104,2000,43,urban,2,,house_tap,1,0,1,0,0,0,1,1,1,0,0,1,,0,1,1,1,0,0,0,,
431104002,431104,2004,43,urban,1,,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,0,0,1,1,0,1,0,0,
431104002,431104,2006,43,urban,1,,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,0,1,1,1,0,1,1,0,0
431104003,431104,1989,43,urban,4,34,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,1,0,,,,,,,,
431104003,431104,1991,43,urban,4,38,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,,,,,
431104003,431104,1993,43,urban,2,,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,,,,,
431104003,431104,1997,43,urban,2,75,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,,0,0,0,1,0,1,,,
431104003,431104,2000,43,urban,2,,house_tap,1,1,,,,0,1,1,1,1,1,1,,0,0,1,1,0,1,1,,
431104003,431104,2004,43,urban,2,,house_tap,1,1,1,0,0,0,1,1,1,1,1,1,,0,1,1,1,0,1,1,1,
431104003,431104,2006,43,urban,3,,house_tap,1,1,1,0,0,0,1,1,1,1,1,1,,0,1,1,1,0,1,1,1,0
431104003,431104,2009,43,urban,,82,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,1,1,1,1,1,1,0,1,0
431104004,431104,1989,43,urban,4,34,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,1,1,,,,,,,,
431104004,431104,1991,43,urban,3,38,house_tap,1,1,1,0,0,,1,1,1,0,1,1,1,1,0,1,1,,,,,
431104004,431104,1993,43,urban,2,,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,,,,,
431104004,431104,1997,43,urban,2,,house_tap,1,1,1,0,0,0,1,1,1,1,1,1,,0,0,1,1,0,1,,,
431104004,431104,2000,43,urban,2,140,house_tap,1,1,0,0,0,0,1,1,1,1,1,1,,0,1,1,1,0,1,1,,
431104004,431104,2004,43,urban,2,,house_tap,1,1,0,0,0,0,1,1,1,1,1,1,,0,1,1,1,0,1,1,1,
431104005,431104,1989,43,urban,3,37,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,1,0,,,,,,,,
431104005,431104,1991,43,urban,3,55,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,,,,,
431104005,431104,1993,43,urban,3,,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,,,,,
431104005,431104,1997,43,urban,3,,house_tap,0,1,1,0,0,0,1,1,1,0,1,1,,0,0,0,1,0,1,,,
431104005,431104,2000,43,urban,3,716,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,1,,
431104005,431104,2006,43,urban,2,,house_tap,1,1,0,0,0,0,1,1,1,1,1,1,,0,1,1,1,1,1,0,0,0
431104005,431104,2009,43,urban,,71,house_tap,1,1,0,0,0,,1,1,1,1,1,1,,0,1,1,1,0,1,0,0,0
431104006,431104,1989,43,urban,4,34,house_tap,1,1,1,0,0,0,1,1,0,0,1,1,1,0,,,,,,,,
